id,log_price,property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,description,host_identity_verified,host_response_rate,instant_bookable,latitude,longitude,name,neighbourhood,review_scores_rating,thumbnail_url,zipcode,bedrooms,beds
14490881,151,Apartment,Hotel room,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",4,1,Real Bed,strict,TRUE,Asheville,This beautifully renovated fully furnished apartment is close to Queens Blvd. Directly across from Forest Hills Hospital. Ready for you and your company to come right in and enjoy the spacious apartment.,f,100%,f,35.55544,-82.48361,Urban Peace 5 ml from Downtown AVL,28803,100,https://a0.muscache.com/im/pictures/cb787117-6de3-4ee4-9e2c-93adfc2dde7d.jpg?aki_policy=small,11374,2,2
17423675,140,House,Hotel room,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,1.5,Real Bed,strict,TRUE,Asheville,"A 1044 sq. ft., 1950's beach house. 3 Blocks from the beach, on the green belt, 1 block from the Valley Park. Situated between the Manhattan and Hermosa Piers close to all the Southbay has to offer. This is a 1044sq. ft., 1950's beach house with an open floor plan. One bedroom has an antique Queen Bed, the 2nd bedroom/office has a full size murphy bed, and a sofa w/foldout bed in the living room. Beach gear is available; chairs, towels, umbrellas. One car garage no garage door opener. Ample, free street parking available, no permit required. I can usually park right in front of the house. The laundry room is accessed through the garage side door. Luggage racks, closet space and dressers in each bedroom for guest use. I try not to disturb my guests unnecessarily during their stay, but am available if needed. I've lived in the Southbay since 1969. I hope you enjoy stay as much as I have loved living here for so many years. It is a residential, family friendly neighborhood. Hermosa means ",t,100%,f,35.57025,-82.57429,"Romantic, Moroccan-Influenced Cottage",28806,97,https://a0.muscache.com/im/pictures/96983006/5c25be7f_original.jpg?aki_policy=small,90254,2,2
2479317,132,Apartment,Shared room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49""}",4,1,Real Bed,moderate,TRUE,Asheville,"Our place is a modern, spacious apartment on the upper level of a walk-up in the historic Dupont Circle neighborhood. Located on a quiet, but hip street with local bars and restaurants. Exactly 1 mile to the White House! Plus just a few blocks to the Dupont metro station and 14th street/U Street restaurants and bars. Also walking distance to Georgetown, Logan Circle, and Adams Morgan areas. One bedroom, one bathroom. One queen bed in the bedroom, along with a flat screen TV and plenty of space for your luggage.  An additional queen air mattress is available for use in the living room  (Insta-Bed Raised Air Mattress with Never Flat Pump - Queen). We have a memory foam mattress pad, extra sheets, and pillows available for use if this bed is needed. Plenty of room in either the bedroom or living room for the air mattress. I will make my self available to give you a set of keys upon your arrival. You can leave the keys in the apartment when you check out.",f,,f,35.60321,-82.5961,Cozy Crafts Home only 4.5 miles from Downtown!,28806,,https://a0.muscache.com/im/pictures/a24c135a-0379-4ed8-a37a-2eadd7acc164.jpg?aki_policy=small,20009,1,2
851978,130,Apartment,Shared room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Shampoo}",3,1,Real Bed,flexible,TRUE,Asheville,"This home is filled with love & laughter! Modern, Clean French doors, double door bedroom, flat screen, ps4, movies, Netflix and A/C! Pool/Parking! Fully furnished right in the center of hollywood! 5 minutes walking to Chinese theatre and near most exciting spots all the tourists go! Parking included! You'llBeLivingALosAngelesLifeTheRightWay! :)",t,,f,35.6157,-82.55594,The Cottage In Asheville,28804,95,https://a0.muscache.com/im/pictures/96983006/5c25be7f_original.jpg?aki_policy=small,90028,1,2
12232154,125,Apartment,Private room,"{Internet,""Wireless Internet"",Kitchen,""Pets allowed"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer}",2,0,Real Bed,strict,TRUE,Asheville,"Available July 17 to July 30 Minimum 8 nights Short sublet of beautiful East Village apartment --It's close to Union Square, and is the perfect location for your summer vacation to NYC -- Great area for nightlife, restaurants, and close to several subway lines --  Prewar tenement building, 4th floor with view of 13th Street, recently renovated, lots of original details  -- Impeccably clean and attractive bathroom with washing machine -- The kitchen has high-end, green appliances  -- Wireless Internet -- No television but lots of books -- We've listed this for 2, but no problem sleeping more if you're a family traveling with children (we'll provide an air mattress) -- We don't have pets, but you're welcome to bring yours -- We belong to the NYC bike share program, Citibike, and you're welcome to use our keys (free 45 minute rides in Manhattan/Brooklyn--we'll be happy to show you how it works) If it's your first time in New York City, we can assure you that the East Village is one of the",t,,f,35.62447,-82.57928,Explorers Retreat 2 mi to Downtown & River Arts,28804,100,https://a0.muscache.com/im/pictures/42249609/ac7f3092_original.jpg?aki_policy=small,10003,1,1
14066228,119,Apartment,Shared room,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers}",2,1,Real Bed,flexible,TRUE,Asheville,"Newly furnished room in beach apartment one street up from the water! Relaxing ocean view from the patio in this quaint pet-friendly complex. Right next to the Riviera Village, full of restaurants and shopping! If you would like to rent on days not listed under availability, please message! I may be able to accommodate :)",f,,f,35.6122551,-82.54288483,Urban Getaway One Bedroom Apartment Walk Downtown,28801,,https://a0.muscache.com/im/pictures/be827784-a092-4b3c-8f69-f957414eb48c.jpg?aki_policy=small,90277,1,1
10994968,117,House,Entire home/apt,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,0,Real Bed,moderate,TRUE,Asheville,"LOVELY ROOM Cozy, lots of light, twin/single bed (can open into a queen-size), nice closet, WiFi, in a large quaint old 1940's house/duplex in a safe quiet neighborhood. Walking neighborhood with easy access to bus stops.  WHO AM I? Share with me (I'm a comedy director, mid 30's & a really sweet artist in her 20's) I'm super easy going, kind, quiet, respectful, positive, funny, love to meet new people and happy to help you navigate the city. There are two friendly KITTIES! WHO YOU GET TO BE!! I want you to feel at home. You get the run of the house with us, a quaint fully loaded kitchen, living room, wifi, backyard, washer/dryer and easy/free street parking. MOST CENTRAL... ...you can get in Los Angeles! And the neighborhood has everything! WALK TO - Whole Foods, Post Office, Dry Cleaner, etc - LA's best restaurants: The World Famous Improv Comedy Club, The Grove, The Village Idiot, Animal, Urth Cafe, Belmont, Chateau Marmont & The Sunset Strip LONG WALK/SHORT DRIVE -Hollywood Walk of ",t,100%,f,35.59916,-82.5706,Sweet garden apartment in Montford,28801,99,https://a0.muscache.com/im/pictures/9790246/e998bd65_original.jpg?aki_policy=small,90046,1,1
5578513,115,Apartment,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,strict,TRUE,Asheville,"This is a bright bedroom in an historic building with exposed brick walls and modern appointments, situated in the most vibrant and eclectic neighborhood in Manhattan!  You'll get an authentic experience during your stay in New York here. I have a room available in a lovely apartment in the East Village, close to the subway (5-10 minutes) and SoHo, Little Italy, and the Lower East Side (Each about 15 minutes).  Also located nearby are the eclectic and Lively St. Marks Place and Tompkins Square Park.   The room has a full-size bed, a large wardrobe, bookshelves, and a closet, and it has two large windows with plenty of light.   The apartment has a fully-equipped kitchen, a living room, a bathroom, a washer, and a dryer, all of which guests are welcome to use. The East Village is a great neighborhood with ample nightlife, and borders many other well-known Manhattan neighborhoods each with unique restaurants, shops, and character.  It is minutes away from the 2nd Avenue station for the F ",t,100%,f,35.60182,-82.56174,"8 min Walk to DT AVL! Hip, Chic % Sparkling CLEAN",28801,93,https://a0.muscache.com/im/pictures/21726900/19c843e1_original.jpg?aki_policy=small,10009,1,1
4734170,105,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",3,1,Real Bed,strict,TRUE,Asheville,"Nice, cozy room in 1-bed apartment in the most prestigious area of Manhattan - Park Ave. 5 min walk to Grand central, to Empire State building, 10 min walk to Times Square and many other attractions! Beautiful view around.",f,68%,f,35.55144,-82.49132,The Cottage on Parkway Loop,28803,88,https://a0.muscache.com/im/pictures/81e58dcf-1e96-45d6-a13c-23fc0d43e2c0.jpg?aki_policy=small,10016,1,2
6901257,100,Apartment,Shared room,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Essentials,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50""}",3,1,Real Bed,strict,TRUE,Asheville,"Beautiful, sunlit brownstone 1-bedroom in the loveliest neighborhood in Brooklyn. Blocks from the promenade and Brooklyn Bridge Park, with their stunning views of Manhattan, and from the great shopping and food.",t,,f,35.6067,-82.55563,Walk to stores/parks/downtown. Fenced yard/Pets OK,28801,100,https://a0.muscache.com/im/pictures/6d7cbbf7-c034-459c-bc82-6522c957627c.jpg?aki_policy=small,11201,1,1
6304928,100,Apartment,Entire home/apt,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50""}",7,1,Real Bed,strict,TRUE,Asheville,"Enjoy travelling during your stay in Manhattan. My place is centrally located near Times Square and Central Park with easy access to main subways as well as walking distance to many popular restaurants and bus tours. My place is close to the subway, Totto Ramen, Hell's Kitchen, Ippudo Westside, Empanada Mama, Intrepid Sea, Air & Space Museum. My place has three true bedrooms and one bathroom. The kitchen is stocked with stainless steel appliances like the Keurig machine. The living room is spacious and can accommodate another person thanks to the pull out bed. My place is centrally located to some of the top attractions in the city. Feel free to explore the entire apartment and do not worry about sharing the space with any strangers. This is all yours during your stay. I am available via text/email/phone for anything you might need. - Times Square - Rockefeller Plaza - Central Park  - 5th Avenue Shopping  -Broadway Theater District  - Empire State Building  - Hudson River Express Subwa",f,100%,t,35.57864,-82.59578,Cottage! BonPaul + Sharky's Hostel,28806,93,https://a0.muscache.com/im/pictures/348a55fe-4b65-452a-b48a-bfecb3b58a66.jpg?aki_policy=small,10019,3,3
3808709,100,Apartment,Shared room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Elevator in building"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}",2,1,Real Bed,moderate,TRUE,Asheville,"Cool, cozy, and comfortable studio located in the heart of the city. Literally a 10 min walk to Columbia Heights metro where you'll find shopping, theater, bars and diverse restaurants. Fits two very well, and is very convenient to other great areas. Welcome home!  It's in a diverse building,  where you meet alot of international people. It's located around different embassies, whom may provide a tour.  Theres tons of people from over the world! Tons of different restaurants,  and cultural things to do. Less than a mile walk to Dupont Circle, U Street, Adams Morgan, Columbia Heights metro.  Tons of buses, and underground metro at your fingertips I can provide groceries for an affordable fee",t,100%,t,35.61856,-82.55276,Terrace Cottage,28804,40,https://a0.muscache.com/im/pictures/96983006/5c25be7f_original.jpg?aki_policy=small,20009,0,1
17615783,100,House,Hotel room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}",2,1,Real Bed,moderate,TRUE,Asheville,"A cozy home on a beautiful tree-lined street centrally located to get anywhere in L.A. in less than 25 minutes...depending on traffic of course. The backyard is a great place to hang or eat at the table under the umbrella... My home is your home :) Private bedroom  Open to someone who is mature and considerate or a couple for short stay.  Double Size Bed/Practically brand new Shared bathroom/But I'm clean & keep it like you see it in the pics ;) No smoking Great neighborhood Includes wireless internet No cable, sorry :/  But recently got ""Apple TV"" :) Hardwood floors Ample parking Peaceful backyard with table, chairs and umbrella. Central Air The bus is 1 street light away. (5 min. gets you to Subway which goes from N. Hollywood to downtown) Valley College is 1 mile away. 2 minutes from 101 & 405 freeway 2 minutes from Ventura Blvd. shopping, mall and restaurants 15 minutes to Hollywood 22 minutes to Santa Monica Beach w/out traffic ;) Short term leases are welcome! Please let me know ",t,,f,35.56893,-82.59475,West A'ville sanctuary in the trees,28806,100,https://a0.muscache.com/im/pictures/14384442/48d23f7d_original.jpg?aki_policy=small,91401,1,1
4209927,100,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",1,1,Real Bed,strict,TRUE,Asheville,"I'll come back, I'll have pictures very soon. But if it helps the room is bigger then my Paris room.",f,86%,f,35.57253,-82.52143,"Home retreat -Sauna, Cold plunge, Meditation space",28805,84,https://a0.muscache.com/im/pictures/96e9fab4-6c98-4dd1-beb8-e564357dd81d.jpg?aki_policy=small,11211,1,1
4014942,100,Apartment,Hotel room,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,1.5,Real Bed,moderate,TRUE,Asheville,"Very unique and spacious apartment in the heart of Hollywood! Short walk to the Sunset Strip, Hollywood Walk of Fame, Runyon Canyon and more! Pool table, BBQ grill, Tempurpedic mattress in the bedroom, and memory foam futon in the spare bedroom. Free Comedy Show tickets. Full Access Pass. Happy to help however I can. The apartment is in a residential pocket in the middle of town.  Truly unique... you're gonna love it! Bus stop across the street. Train is .8 miles away (1.2 km).  Everything else is a short walk or cheap uber ride away.  A parking space is available in case you're driving here.",t,100%,f,35.61156,-82.55237,Charming cottage bordered by stream,28801,95,https://a0.muscache.com/im/pictures/96983006/5c25be7f_original.jpg?aki_policy=small,90046,2,2
